"sku","name","category_name","item_type","description","strength","dosage_form","uom_abbreviation","is_batch_tracked","is_expiry_tracked","is_cold_chain","is_hazardous","is_essential","is_controlled","is_asset","replenishment_type","valuation_method","manufacturers","source"
"DRUG-orlistat-0588","Orlistat","Gastrointestinal","drug","Orlistat | (120 mg, ACI Limited, Euro Pharma Ltd.) | Dosage: 120 Mg, 60 Mg, Capsule | Mfr: Albion Laboratories Limited, Capsule","120 mg; ACI Limited; Euro Pharma Ltd.; Opsonin Pharma Ltd.; Slimfast; Slimi; Square Pharmaceuticals PLC; Xenobese","120 Mg; 60 Mg; Capsule; Healthcare Pharmaceuticals Ltd.; Radiant Pharmaceuticals Ltd.; The White Horse Pharmaceuticals Ltd.; Unimed Unihealth Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Albion Laboratories Limited; Capsule; Eskayef Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Olistat; Orlifit; Ornical; Slimcare","medex.com.bd"
"DRUG-ornidazole-0589","Ornidazole","Systemic Antifungals","drug","Ornidazole | (500 mg, Alco Pharma Ltd., Beximco Pharmaceuticals Ltd.) | Dosage: 500 Mg, Tablet | Mfr: Drug International Ltd., Opsonin Pharma Ltd.","500 mg; Alco Pharma Ltd.; Beximco Pharmaceuticals Ltd.; Square Pharmaceuticals PLC; Ultra Pharma Ltd.; UniMed UniHealth Pharmaceuticals Ltd.","500 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Opsonin Pharma Ltd.; Robic; Troniz; Ulnid; Xynor; Zenith Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-oseltamivir-0590","Oseltamivir","Antivirals","drug","Oseltamivir | (75 mg) | Dosage: Capsule | Mfr: Beximco Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","75 mg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Roche Bangladesh Ltd.","medex.com.bd"
"DRUG-oxymetazoline-hydrochloride-cream-0591","Oxymetazoline Hydrochloride (Cream)","ENT Preparations","drug","Oxymetazoline Hydrochloride (Cream) | (0.01) | Dosage: Cream | Mfr: Incepta Pharmaceuticals Ltd.","0.01","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-oxymetazoline-hydrochloride-nasal-prepar-0592","Oxymetazoline Hydrochloride (Nasal Preparation)","ENT Preparations","drug","Oxymetazoline Hydrochloride (Nasal Preparation) | (0.00025, 0.0005, ACME Laboratories Ltd.) | Dosage: 0.00025, 0.0005, Chemist Laboratories Ltd. | Mfr: ACME Laboratories Ltd., Aristopharma Ltd.","0.00025; 0.0005; ACME Laboratories Ltd.; Asiatic Laboratories Ltd.; G-Con; Liazol; Nasalox; Nasoclin; Navana Pharmaceuticals Ltd.","0.00025; 0.0005; Chemist Laboratories Ltd.; Drug International Ltd.; General Pharmaceuticals Ltd.; Kemiko Pharmaceuticals Ltd.; Nasal Drop","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Aristopharma Ltd.; Confree; Congenil; G-Con; Nasal Drop; Nasal Spray","medex.com.bd"
"DRUG-oxymetazoline-hydrochloride-ophthalmic-s-0593","Oxymetazoline Hydrochloride (Ophthalmic Solution)","ENT Preparations","drug","Oxymetazoline Hydrochloride (Ophthalmic Solution) | (0.001) | Dosage: Ophthalmic Solution | Mfr: Incepta Pharmaceuticals Ltd.","0.001","Ophthalmic Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-oxymorphone-hydrochloride-0594","Oxymorphone Hydrochloride","Analgesics & Anti-inflammatory","drug","Oxymorphone Hydrochloride | (1 mg/ml, 10 mg) | Dosage: Injection, Tablet | Mfr: Ziska Pharmaceuticals Ltd.","1 mg/ml; 10 mg","Injection; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ziska Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-oxyphenonium-bromide-0595","Oxyphenonium Bromide","Gastrointestinal","drug","Oxyphenonium Bromide | (5 mg, Amico Laboratories Ltd.) | Dosage: 5 Mg, Tablet | Mfr: ACME Laboratories Ltd., Opsonin Pharma Ltd.","5 mg; Amico Laboratories Ltd.","5 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Opsonin Pharma Ltd.; SANDOZ (A Novartis Division)","medex.com.bd"
"DRUG-oxytetracycline-0596","Oxytetracycline","Antibiotics","drug","Oxytetracycline | (250 mg, 500 mg, ACME Laboratories Ltd.) | Dosage: 250 Mg, 50 Mg/Ml, 500 Mg | Mfr: Desh Pharmaceuticals Ltd., Oxytetracycline","250 mg; 500 mg; ACME Laboratories Ltd.; Reliance Pharmaceuticals Ltd.; Renata PLC","250 Mg; 50 Mg/Ml; 500 Mg; Capsule; Tablet; Zenith Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Desh Pharmaceuticals Ltd.; Oxytetracycline; Renamycin; Salton Pharmaceuticals Ltd.; Zenoxy","medex.com.bd"
"DRUG-oxytetracycline-polymixin-b-sulphate-0597","Oxytetracycline + Polymixin B Sulphate","Antibiotics","drug","Oxytetracycline + Polymixin B Sulphate | (3%+0.013%) | Dosage: Ointment | Mfr: Peoples Pharma Ltd., Pharmadesh Laboratories Ltd.","3%+0.013%","Ointment","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Peoples Pharma Ltd.; Pharmadesh Laboratories Ltd.","medex.com.bd"
"DRUG-oxytocin-0598","Oxytocin","Obstetrics & Gynecology","drug","Oxytocin | (10 IU/ml, 5 IU/ml, Chemist Laboratories Ltd.) | Dosage: 10 Iu/Ml, 5 Iu/Ml, Im/Iv Injection | Mfr: IM/IV Injection, Incepta Pharmaceuticals Ltd.","10 IU/ml; 5 IU/ml; Chemist Laboratories Ltd.; Opsonin Pharma Ltd.; Renata PLC; Syntocin","10 Iu/Ml; 5 Iu/Ml; Im/Iv Injection; Techno Drugs Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","IM/IV Injection; Incepta Pharmaceuticals Ltd.; Nuvista Pharma Ltd.; Oxyton; Oxyton DS; Pitocin; Pitocin DS; Syntocin","medex.com.bd"
"DRUG-ozenoxacin-0599","Ozenoxacin","Antibiotics","drug","Ozenoxacin | (1% w/w) | Dosage: Cream | Mfr: Incepta Pharmaceuticals Ltd., Navana Pharmaceuticals Ltd.","1% w/w","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.; Navana Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-paclitaxel-0600","Paclitaxel","Oncology","drug","Paclitaxel | (6 mg/ml, AqVida bangladesh
(Mfg. by: AqVida GmbH), BOTS Pvt. Limited) | Dosage: 6 Mg/Ml, Eskayef Pharmaceuticals Ltd., Everest Pharmaceuticals Ltd. | Mfr: Aristopharma Ltd., Beximco Pharmaceuticals Ltd.","6 mg/ml; AqVida bangladesh
(Mfg. by: AqVida GmbH); BOTS Pvt. Limited; CuRx
(Mfg. by: Seacross Pharmaceuticals Ltd); PXJ; Paclitor; Paxane; Paxel; SANDOZ (A Novartis Division); Taxopac; ZAS Corporation
(Mfg. by: Thymoorgan Pharmazie GmbH, Germany)","6 Mg/Ml; Eskayef Pharmaceuticals Ltd.; Everest Pharmaceuticals Ltd.; Healthcare Pharmaceuticals Ltd.; IV Infusion; Renata Plc; Synovia Pharma Plc.; Techno Drugs Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Beximco Pharmaceuticals Ltd.; Drug International Ltd.; IV Infusion; Paclitaxel Actavis; Paclitaxel AqVida; Paclitaxel PhaRes; Paclitaxel Sandoz; Paclitex","medex.com.bd"
"DRUG-paracetamol-caffeine-0601","Paracetamol + Caffeine","Analgesics & Anti-inflammatory","drug","Paracetamol + Caffeine | (500 mg+65 mg, ATP Extra, Al-Madina Pharmaceuticals Ltd.) | Dosage: 500 Mg+65 Mg, Aexim Pharmaceuticals Ltd., Bengal Drugs Ltd. | Mfr: Act Plus, Adol Plus","500 mg+65 mg; ATP Extra; Al-Madina Pharmaceuticals Ltd.; Albion Specialized Pharma Limited; Ambee Pharmaceuticals Ltd.; Asta Plus; Atopen Plus; Benalgin Plus; Bepol Plus; Biopharma Limited; Union Pharmaceuticals Ltd","500 Mg+65 Mg; Aexim Pharmaceuticals Ltd.; Bengal Drugs Ltd.; Benham Pharmaceuticals Ltd.; General Pharmaceuticals Ltd.; Kemiko Pharmaceuticals Ltd.; Rephco Pharmaceuticals Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Act Plus; Adol Plus; Alpa Extra; Ampol Plus; Apex Pharmaceuticals Ltd.; Archi Extra; Square Pharmaceuticals PLC; Tablet; Zenith Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-paracetamol-tramadol-hydrochloride-0602","Paracetamol + Tramadol Hydrochloride","Analgesics & Anti-inflammatory","drug","Paracetamol + Tramadol Hydrochloride | (325 mg+37.5 mg, ACME Laboratories Ltd., Beacon Pharmaceuticals PLC) | Dosage: 325 Mg+37.5 Mg, Beximco Pharmaceuticals Ltd., Novelta Bestway Pharma Ltd. | Mfr: Biopharma Limited, Doloran Plus","325 mg+37.5 mg; ACME Laboratories Ltd.; Beacon Pharmaceuticals PLC; Drug International Ltd.; Nordol; Novodol; P-Dol; Pangesic; Panol-T; Radiant Pharmaceuticals Ltd.; SANDOZ (A Novartis Division)","325 Mg+37.5 Mg; Beximco Pharmaceuticals Ltd.; Novelta Bestway Pharma Ltd.; Orion Pharma Ltd.; Popular Pharmaceuticals Ltd.; Renata Plc; Tablet; Virgo Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Biopharma Limited; Doloran Plus; Fapdol; Fastdol; Fevedol; Kemiko Pharmaceuticals Ltd.; NapaDol; Square Pharmaceuticals PLC; Tablet","medex.com.bd"
"DRUG-parecoxib-0603","Parecoxib","Analgesics & Anti-inflammatory","drug","Parecoxib | (40 mg/vial) | Dosage: Im/Iv Injection | Mfr: Eskayef Pharmaceuticals Ltd., Ibn Sina Pharmaceuticals Ltd.","40 mg/vial","Im/Iv Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Eskayef Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-paricalcitol-0604","Paricalcitol","Renal & Dialysis","drug","Paricalcitol | (1 mcg) | Dosage: Capsule | Mfr: Beacon Pharmaceuticals PLC, Drug International Ltd.","1 mcg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Drug International Ltd.; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-paroxetine-hydrochloride-0605","Paroxetine Hydrochloride","CNS & Psychotropics","drug","Paroxetine Hydrochloride | (10 mg, 20 mg, ACI Limited) | Dosage: 10 Mg, 20 Mg, Tablet | Mfr: Beximco Pharmaceuticals Ltd., Parotin","10 mg; 20 mg; ACI Limited; Incepta Pharmaceuticals Ltd.; Jayson Pharmaceutical Ltd.","10 Mg; 20 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.; Parotin; Paroxet; Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-pazopanib-hydrochloride-0606","Pazopanib Hydrochloride","Oncology","drug","Pazopanib Hydrochloride | (200 mg, Beacon Pharmaceuticals PLC, Eskayef Pharmaceuticals Ltd.) | Dosage: 200 Mg, 400 Mg, Jenphar Bangladesh Ltd. | Mfr: Drug International Ltd., Incepta Pharmaceuticals Ltd.","200 mg; Beacon Pharmaceuticals PLC; Eskayef Pharmaceuticals Ltd.; Everest Pharmaceuticals Ltd.; Nevian Lifescience PLC","200 Mg; 400 Mg; Jenphar Bangladesh Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Incepta Pharmaceuticals Ltd.; Pazotab; Renata PLC; Votrient; Zopanib; Zotrix","medex.com.bd"
"DRUG-pefloxacin-mesylate-dihydrate-0607","Pefloxacin Mesylate Dihydrate","Antibiotics","drug","Pefloxacin Mesylate Dihydrate | (400 mg, Drug International Ltd.) | Dosage: 400 Mg, Tablet | Mfr: Ibn Sina Pharmaceuticals Ltd., Sonear Laboratories Ltd.","400 mg; Drug International Ltd.","400 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ibn Sina Pharmaceuticals Ltd.; Sonear Laboratories Ltd.; Synovia Pharma PLC.","medex.com.bd"
"DRUG-pegfilgrastim-pegylated-filgrastim-0608","Pegfilgrastim [Pegylated Filgrastim]","Immunostimulants","drug","Pegfilgrastim [Pegylated Filgrastim] | (6 mg/0.6 ml, Healthcare Pharmaceuticals Ltd.) | Dosage: 6 Mg/0.6 Ml, Sc Injection | Mfr: Beacon Pharmaceuticals PLC, Beximco Pharmaceuticals Ltd.","6 mg/0.6 ml; Healthcare Pharmaceuticals Ltd.","6 Mg/0.6 Ml; Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Beximco Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-peginterferon-alfa-2a-pegylated-interfer-0609","Peginterferon alfa-2a [Pegylated Interferon alfa-2a]","Antivirals","drug","Peginterferon alfa-2a [Pegylated Interferon alfa-2a] | (135 mcg/0.5 ml, 180 mcg/0.5 ml, Beacon Pharmaceuticals PLC) | Dosage: 135 Mcg/0.5 Ml, 180 Mcg/0.5 Ml, Sc Injection | Mfr: Healthcare Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","135 mcg/0.5 ml; 180 mcg/0.5 ml; Beacon Pharmaceuticals PLC","135 Mcg/0.5 Ml; 180 Mcg/0.5 Ml; Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Healthcare Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Pegin","medex.com.bd"
"DRUG-pegylated-erythropoietin-0610","Pegylated Erythropoietin","Renal & Dialysis","drug","Pegylated Erythropoietin | (100 mcg/0.3 ml, 50 mcg/0.3 ml, 75 mcg/0.3 ml) | Dosage: Iv/Sc Injection | Mfr: Incepta Pharmaceuticals Ltd.","100 mcg/0.3 ml; 50 mcg/0.3 ml; 75 mcg/0.3 ml","Iv/Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-perindopril-arginine-0611","Perindopril Arginine","Cardiovascular","drug","Perindopril Arginine","","","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","medex.com.bd"
"DRUG-perindopril-arginine-amlodipine-0612","Perindopril Arginine + Amlodipine","Cardiovascular","drug","Perindopril Arginine + Amlodipine | (4 mg+10 mg, 4 mg+5 mg, 5 mg+5 mg) | Dosage: Tablet | Mfr: Beximco Pharmaceuticals Ltd., Servier Bangladesh Operation","4 mg+10 mg; 4 mg+5 mg; 5 mg+5 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.; Servier Bangladesh Operation","medex.com.bd"
"DRUG-peritoneal-dialysis-solutions-0613","Peritoneal Dialysis solutions","Renal & Dialysis","drug","Peritoneal Dialysis solutions | (1000 ml) | Dosage: Dialysis Solution | Mfr: OSL Pharma Limited","1000 ml","Dialysis Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","OSL Pharma Limited","medex.com.bd"
"DRUG-permethrin-0614","Permethrin","Dermatologicals","drug","Permethrin | (5% w/w, Cosmic Pharma Ltd., Drug International Ltd.) | Dosage: 5% W/W, Amulet Pharmaceuticals Ltd., Asiatic Laboratories Ltd. | Mfr: Amico Laboratories Ltd., Aristopharma Ltd.","5% w/w; Cosmic Pharma Ltd.; Drug International Ltd.; Incepta Pharmaceuticals Ltd.; Jayson Pharmaceutical Ltd.; Mecabis; Mithin; Neeper; Noscab; Novo Healthcare and Pharma Ltd.; Perclear","5% W/W; Amulet Pharmaceuticals Ltd.; Asiatic Laboratories Ltd.; Beximco Pharmaceuticals Ltd.; Cream; Edruc Limited; Kemiko Pharmaceuticals Ltd.; Opsonin Pharma Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Amico Laboratories Ltd.; Aristopharma Ltd.; Beacon Pharmaceuticals PLC; Cream; Elimate; Ermite; Florixe; Licerin; Lorix","medex.com.bd"
"DRUG-permethrin-crotamiton-0615","Permethrin + Crotamiton","Dermatologicals","drug","Permethrin + Crotamiton | (5%+10%, ACI Limited, Medicon Pharmaceuticals Ltd.) | Dosage: 5%+10%, Lotion | Mfr: Ethical Drugs Limited, Incepta Pharmaceuticals Ltd.","5%+10%; ACI Limited; Medicon Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; UniMed UniHealth Pharmaceuticals Ltd.","5%+10%; Lotion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ethical Drugs Limited; Incepta Pharmaceuticals Ltd.; MedRx Life Science Ltd.; Permisol Max; Scabicon Plus; Unix-C","medex.com.bd"
"DRUG-pertuzumab-0616","Pertuzumab","Oncology","drug","Pertuzumab | (420 mg/14 ml) | Dosage: IV Infusion | Mfr: Incepta Pharmaceuticals Ltd., Roche Bangladesh Ltd.","420 mg/14 ml","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.; Roche Bangladesh Ltd.","medex.com.bd"
"DRUG-pertuzumab-trastuzumab-0617","Pertuzumab + Trastuzumab","Oncology","drug","Pertuzumab + Trastuzumab | ((1200 mg+600 mg)/vial, (600 mg+600 mg)/vial) | Dosage: IV Infusion | Mfr: Roche Bangladesh Ltd.","(1200 mg+600 mg)/vial; (600 mg+600 mg)/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Roche Bangladesh Ltd.","medex.com.bd"
"DRUG-pethidine-hydrochloride-0618","Pethidine Hydrochloride","Analgesics & Anti-inflammatory","drug","Pethidine Hydrochloride | (50 mg/ml) | Dosage: Injection | Mfr: Gonoshasthaya Pharma Ltd.","50 mg/ml","Injection","EA","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","min_max","fifo","Gonoshasthaya Pharma Ltd.","medex.com.bd"
"DRUG-pheniramine-maleate-0619","Pheniramine Maleate","Antihistamines & Allergy","drug","Pheniramine Maleate | (15 mg/5 ml, 22.7 mg, Avil Retard) | Dosage: 15 Mg/5 Ml, 22.7 Mg, 45.5 Mg/2 Ml | Mfr: Amarin, Avil","15 mg/5 ml; 22.7 mg; Avil Retard; Fenimex; Opsonin Pharma Ltd.; Synovia Pharma PLC.","15 Mg/5 Ml; 22.7 Mg; 45.5 Mg/2 Ml; Asiatic Laboratories Ltd.; Synovia Pharma Plc.; Syrup; Tablet; Techno Drugs Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Amarin; Avil; Beximco Pharmaceuticals Ltd.; IM/IV Injection; Incepta Pharmaceuticals Ltd.; Pharmik Laboratories Ltd.; Tablet","medex.com.bd"
"DRUG-phenobarbital-0620","Phenobarbital","CNS & Psychotropics","drug","Phenobarbital | (200 mg/ml, 30 mg, 60 mg) | Dosage: 20 Mg/5 Ml, 200 Mg/Ml, 30 Mg | Mfr: Emer, G-Phenobarbitone","200 mg/ml; 30 mg; 60 mg; G-Phenobarbitone; Incepta Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Phenobarbitone; Phenoson","20 Mg/5 Ml; 200 Mg/Ml; 30 Mg; 60 Mg; Gonoshasthaya Pharma Ltd.; Injection; Jayson Pharmaceutical Ltd.; Seema Pharmaceuticals Ltd.; Tablet","EA","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","min_max","fifo","Emer; G-Phenobarbitone; Incepta Pharmaceuticals Ltd.; Injection; Tablet","medex.com.bd"
"DRUG-pilocarpine-hydrochloride-oral-0621","Pilocarpine Hydrochloride (Oral)","Ophthalmologicals","drug","Pilocarpine Hydrochloride (Oral) | (5 mg) | Dosage: Tablet | Mfr: Aristopharma Ltd.","5 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.","medex.com.bd"
"DRUG-pimavanserin-0622","Pimavanserin","CNS & Psychotropics","drug","Pimavanserin | (17 mg, 34 mg) | Dosage: Capsule, Tablet | Mfr: Incepta Pharmaceuticals Ltd.","17 mg; 34 mg","Capsule; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-pimecrolimus-0623","Pimecrolimus","Dermatologicals","drug","Pimecrolimus | (0.01) | Dosage: Cream | Mfr: Navana Pharmaceuticals Ltd.","0.01","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Navana Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-pioglitazone-0624","Pioglitazone","Antidiabetics","drug","Pioglitazone | (15 mg, 30 mg, Ibn Sina Pharmaceuticals Ltd.) | Dosage: 15 Mg, Acme Laboratories Ltd., Alco Pharma Ltd. | Mfr: Diatus, Glitazon","15 mg; 30 mg; Ibn Sina Pharmaceuticals Ltd.; Kemiko Pharmaceuticals Ltd.; Medimet Pharmaceuticals Ltd.; Navana Pharmaceuticals Ltd.; Pidus; Piglit; Piodar; Piolit; Piozena; The White Horse Pharmaceuticals Ltd.","15 Mg; Acme Laboratories Ltd.; Alco Pharma Ltd.; Central Pharmaceuticals Ltd.; Drug International Ltd.; Incepta Pharmaceuticals Ltd.; Pacific Pharmaceuticals Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Diatus; Glitazon; Lit; Medimet Pharmaceuticals Ltd.; Ogli; PGT; Tablet; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-pioglitazone-glimepiride-0625","Pioglitazone + Glimepiride","Antidiabetics","drug","Pioglitazone + Glimepiride | (30 mg+2 mg, 30 mg+4 mg) | Dosage: Tablet | Mfr: Pacific Pharmaceuticals Ltd.","30 mg+2 mg; 30 mg+4 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Pacific Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-pioglitazone-metformin-hydrochloride-0626","Pioglitazone + Metformin Hydrochloride","Antidiabetics","drug","Pioglitazone + Metformin Hydrochloride | (15 mg+500 mg, 15 mg+850 mg, Incepta Pharmaceuticals Ltd.) | Dosage: 15 Mg+500 Mg, 15 Mg+850 Mg, Drug International Ltd. | Mfr: Glitamin, Incepta Pharmaceuticals Ltd.","15 mg+500 mg; 15 mg+850 mg; Incepta Pharmaceuticals Ltd.; Piomin; Piozena Plus; Polimet; Silva Pharmaceuticals Ltd.; The White Horse Pharmaceuticals Ltd.","15 Mg+500 Mg; 15 Mg+850 Mg; Drug International Ltd.; Pacific Pharmaceuticals Ltd.; Rephco Pharmaceuticals Ltd.; Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Glitamin; Incepta Pharmaceuticals Ltd.; PioMet; Piomin; Tablet; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-pipecuronium-bromide-0627","Pipecuronium Bromide","Anesthetics","drug","Pipecuronium Bromide | (4 mg/2 ml) | Dosage: Iv Injection | Mfr: Gedeon Richter, Hungary","4 mg/2 ml","Iv Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Gedeon Richter, Hungary","medex.com.bd"
"DRUG-piperacillin-tazobactam-0628","Piperacillin + Tazobactam","Antibiotics","drug","Piperacillin + Tazobactam | ((2 gm+0.25 gm)/vial, (4 gm+0.5 gm)/vial, ACI Limited) | Dosage: (2 Gm+0.25 Gm)/Vial, (4 Gm+0.5 Gm)/Vial, IV Infusion | Mfr: IV Infusion, Radiant Pharmaceuticals Ltd.","(2 gm+0.25 gm)/vial; (4 gm+0.5 gm)/vial; ACI Limited; Popular Pharmaceuticals Ltd.; Square Pharmaceuticals PLC; Tazopen","(2 Gm+0.25 Gm)/Vial; (4 Gm+0.5 Gm)/Vial; IV Infusion; Radiant Pharmaceuticals Ltd.
(Mfg. By: Pfizer); Renata Plc","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","IV Infusion; Radiant Pharmaceuticals Ltd.; Synovia Pharma PLC.; Tazobac; Tazocilin; Tazocin","medex.com.bd"
"DRUG-piracetam-0629","Piracetam","CNS & Psychotropics","drug","Piracetam | (500 mg/5 ml, 800 mg, ACI Limited) | Dosage: 1200 Mg, 500 Mg/5 Ml, 800 Mg | Mfr: Drug International Ltd., Memopil","500 mg/5 ml; 800 mg; ACI Limited; City Overseas Ltd.
(Mfg. by: EGIS Pharmaceutical PLC, Hungary); Ibn Sina Pharmaceuticals Ltd.; Neurolep; Piratam","1200 Mg; 500 Mg/5 Ml; 800 Mg; General Pharmaceuticals Ltd.; Square Pharmaceuticals Plc; Syrup; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Memopil; Neuratam; Neurolep; Opsonin Pharma Ltd.; Syrup; Tablet","medex.com.bd"
"DRUG-pirfenidone-0630","Pirfenidone","Respiratory","drug","Pirfenidone | (267 mg, 801 mg, Everest Pharmaceuticals Ltd.) | Dosage: 267 Mg, 534 Mg, 801 Mg | Mfr: Eskayef Pharmaceuticals Ltd., Pirfedone","267 mg; 801 mg; Everest Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Pulfibro; Pulmidone; Renata PLC","267 Mg; 534 Mg; 801 Mg; Beximco Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Tablet; Unimed Unihealth Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Eskayef Pharmaceuticals Ltd.; Pirfedone; Pirfinex; Pulbo; Renata PLC; Tablet","medex.com.bd"
