"sku","name","category_name","item_type","description","strength","dosage_form","uom_abbreviation","is_batch_tracked","is_expiry_tracked","is_cold_chain","is_hazardous","is_essential","is_controlled","is_asset","replenishment_type","valuation_method","manufacturers","source"
"DRUG-glycine-0363","Glycine","IV Fluids & Electrolytes","drug","Glycine | (0.015, Popular Pharmaceuticals Ltd.) | Dosage: 0.015, Irrigation Solution | Mfr: ACME Laboratories Ltd., Beximco Pharmaceuticals Ltd.","0.015; Popular Pharmaceuticals Ltd.","0.015; Irrigation Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Beximco Pharmaceuticals Ltd.; OSL Pharma Limited","medex.com.bd"
"DRUG-glycopyrronium-bromide-inhalation-capsul-0364","Glycopyrronium Bromide (Inhalation capsule)","Respiratory","drug","Glycopyrronium Bromide (Inhalation capsule) | (50 mcg, Incepta Pharmaceuticals Ltd., Nevian Lifescience PLC) | Dosage: 50 Mcg, Dry Powder Inhalation Capsule (Dpi) | Mfr: Beximco Pharmaceuticals Ltd., Healthcare Pharmaceuticals Ltd.","50 mcg; Incepta Pharmaceuticals Ltd.; Nevian Lifescience PLC","50 Mcg; Dry Powder Inhalation Capsule (Dpi)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.; Healthcare Pharmaceuticals Ltd.; Supotaria; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-glycopyrronium-bromide-injection-0365","Glycopyrronium Bromide (Injection)","Respiratory","drug","Glycopyrronium Bromide (Injection) | (0.2 mg/ml, 0.6 mg/3 ml) | Dosage: Im/Iv Injection | Mfr: Incepta Pharmaceuticals Ltd.","0.2 mg/ml; 0.6 mg/3 ml","Im/Iv Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-glycopyrronium-bromide-oral-solution-0366","Glycopyrronium Bromide (Oral solution)","Respiratory","drug","Glycopyrronium Bromide (Oral solution) | (1 mg/5 ml) | Dosage: Oral Solution | Mfr: Incepta Pharmaceuticals Ltd.","1 mg/5 ml","Oral Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-glycopyrronium-bromide-respirator-soluti-0367","Glycopyrronium Bromide (Respirator Solution)","Respiratory","drug","Glycopyrronium Bromide (Respirator Solution) | (25 mcg/ml) | Dosage: Nebuliser Solution | Mfr: Beximco Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","25 mcg/ml","Nebuliser Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beximco Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-glycopyrronium-bromide-formoterol-fumara-0368","Glycopyrronium Bromide + Formoterol Fumarate","Respiratory","drug","Glycopyrronium Bromide + Formoterol Fumarate | ((9 mcg+4.8 mcg)/puff) | Dosage: Metered-Dose Inhaler (Mdi) | Mfr: Renata PLC, Square Pharmaceuticals PLC","(9 mcg+4.8 mcg)/puff","Metered-Dose Inhaler (Mdi)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Renata PLC; Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-golimumab-0369","Golimumab","Oncology","drug","Golimumab | (50 mg/0.5 ml) | Dosage: Sc Injection | Mfr: UniMed UniHealth Pharmaceuticals Ltd.
(Mfg. by: Baxter Pharmaceutical Solutions LLC, USA)","50 mg/0.5 ml","Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","UniMed UniHealth Pharmaceuticals Ltd.
(Mfg. by: Baxter Pharmaceutical Solutions LLC, USA)","medex.com.bd"
"DRUG-goserelin-0370","Goserelin","Oncology","drug","Goserelin | (10.8 mg, 3.6 mg, MGH Healthcare Limited
(Mfg. by: AstraZeneca)) | Dosage: 10.8 Mg, Sc Injection | Mfr: CuRx
(Mfg. by: AMW GmbH), MGH Healthcare Limited
(Mfg. by: AstraZeneca)","10.8 mg; 3.6 mg; MGH Healthcare Limited
(Mfg. by: AstraZeneca)","10.8 Mg; Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","CuRx
(Mfg. by: AMW GmbH); MGH Healthcare Limited
(Mfg. by: AstraZeneca)","medex.com.bd"
"DRUG-haloperidol-0371","Haloperidol","CNS & Psychotropics","drug","Haloperidol | (5 mg, Ambee Pharmaceuticals Ltd., General Pharmaceuticals Ltd.) | Dosage: 5 Mg, 5 Mg/Ml, Tablet | Mfr: Gonoshasthaya Pharma Ltd., Incepta Pharmaceuticals Ltd.","5 mg; Ambee Pharmaceuticals Ltd.; General Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.","5 Mg; 5 Mg/Ml; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Gonoshasthaya Pharma Ltd.; Incepta Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Perigen; Perol","medex.com.bd"
"DRUG-halothane-0372","Halothane","Anesthetics","drug","Halothane | (1.87 gm/ml) | Dosage: Solution For Inhalation | Mfr: ACI Limited","1.87 gm/ml","Solution For Inhalation","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited","medex.com.bd"
"DRUG-hartmann-s-solution-0373","Hartmann's Solution","IV Fluids & Electrolytes","drug","Hartmann's Solution","","","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","medex.com.bd"
"DRUG-heparin-sodium-0374","Heparin Sodium","Anticoagulants","drug","Heparin Sodium","","","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","","medex.com.bd"
"DRUG-hepatitis-b-immuneglobulin-0375","Hepatitis B Immuneglobulin","Vaccines & Immunoglobulins","drug","Hepatitis B Immuneglobulin | (180 IU/ml) | Dosage: Injection | Mfr: ZAS Corporation
(Mfg. by: Kedrion Biopharma Inc. USA)","180 IU/ml","Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ZAS Corporation
(Mfg. by: Kedrion Biopharma Inc. USA)","medex.com.bd"
"DRUG-hepatitis-b-vaccine-rdna-0376","Hepatitis B Vaccine [rDNA]","Vaccines & Immunoglobulins","drug","Hepatitis B Vaccine [rDNA] | (10 mcg/0.5 ml, 20 mcg/ml, Popular Pharmaceuticals Ltd.) | Dosage: 10 Mcg/0.5 Ml, 20 Mcg/Ml, Im Injection | Mfr: Healthcare Pharmaceuticals Ltd., Hepavax-B","10 mcg/0.5 ml; 20 mcg/ml; Popular Pharmaceuticals Ltd.","10 Mcg/0.5 Ml; 20 Mcg/Ml; Im Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Healthcare Pharmaceuticals Ltd.; Hepavax-B; Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-homatropine-hydrobromide-0377","Homatropine Hydrobromide","Anesthetics","drug","Homatropine Hydrobromide | (0.02) | Dosage: Ophthalmic Solution | Mfr: Aristopharma Ltd., Nipa Pharmaceuticals Ltd.","0.02","Ophthalmic Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Nipa Pharmaceuticals Ltd.; Reman Drug Laboratories Ltd.","medex.com.bd"
"DRUG-human-anti-d-immunoglobulins-0378","Human Anti-D Immunoglobulins","Vaccines & Immunoglobulins","drug","Human Anti-D Immunoglobulins | (300 mcg/2 ml) | Dosage: Im Injection, Im/Iv Injection | Mfr: International Agencies (Bd.) Limited
(Mfg. by: CSL Behring AG, Switzerland), ZAS Corporation
(Mfg. by: Kedrion Biopharma Inc. USA)","300 mcg/2 ml","Im Injection; Im/Iv Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","International Agencies (Bd.) Limited
(Mfg. by: CSL Behring AG, Switzerland); ZAS Corporation
(Mfg. by: Kedrion Biopharma Inc. USA)","medex.com.bd"
"DRUG-human-chorionic-gonadotrophin-0379","Human Chorionic Gonadotrophin","Hormones & Corticosteroids","drug","Human Chorionic Gonadotrophin | (10000 IU/vial, 5000 IU/vial, Healthcare Pharmaceuticals Ltd.
(Mfg. by: MSD)) | Dosage: 2500 Iu/Vial, 5000 Iu/Vial, Im/Sc Injection | Mfr: Popular Pharmaceuticals Ltd., Pregnyl","10000 IU/vial; 5000 IU/vial; Healthcare Pharmaceuticals Ltd.
(Mfg. by: MSD); Popular Pharmaceuticals Ltd.; Renata PLC","2500 Iu/Vial; 5000 Iu/Vial; Im/Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Popular Pharmaceuticals Ltd.; Pregnyl; Prolific; ZAS Corporation
(Mfg. by: Biofactor GmbH-Germany)","medex.com.bd"
"DRUG-human-coagulation-factor-viii-0380","Human Coagulation Factor VIII","Hemostatics","drug","Human Coagulation Factor VIII | (1000 IU/10 ml, 500 IU/10 ml) | Dosage: IV Infusion | Mfr: City Overseas Ltd.
(Mfg. by: Octapharma S.A.S., France)","1000 IU/10 ml; 500 IU/10 ml","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","City Overseas Ltd.
(Mfg. by: Octapharma S.A.S., France)","medex.com.bd"
"DRUG-hydrocortisone-acetate-0381","Hydrocortisone Acetate","Hormones & Corticosteroids","drug","Hydrocortisone Acetate | (0.01, ACI Limited, Incepta Pharmaceuticals Ltd.) | Dosage: 0.01, Cream | Mfr: Alco Pharma Ltd., Eskayef Pharmaceuticals Ltd.","0.01; ACI Limited; Incepta Pharmaceuticals Ltd.; Square Pharmaceuticals PLC","0.01; Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Alco Pharma Ltd.; Eskayef Pharmaceuticals Ltd.; Medimet Pharmaceuticals Ltd.; Topicort; Zocort","medex.com.bd"
"DRUG-hydrocortisone-acetate-benzyl-benzoate-b-0382","Hydrocortisone Acetate + Benzyl Benzoate + Bismuth Subgallate + Bismuth Oxide + Balsam Peru + Zinc Oxide","Vitamins & Minerals","drug","Hydrocortisone Acetate + Benzyl Benzoate + Bismuth Subgallate + Bismuth Oxide + Balsam Peru + Zinc Oxide | Dosage: Ointment | Mfr: Ziska Pharmaceuticals Ltd.","","Ointment","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ziska Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-hydrocortisone-acetate-neomycin-sulphate-0383","Hydrocortisone Acetate + Neomycin Sulphate","Antibiotics","drug","Hydrocortisone Acetate + Neomycin Sulphate | (0.5%+0.5%) | Dosage: Cream | Mfr: Reman Drug Laboratories Ltd.","0.5%+0.5%","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Reman Drug Laboratories Ltd.","medex.com.bd"
"DRUG-hydrocortisone-butyrate-0384","Hydrocortisone Butyrate","Hormones & Corticosteroids","drug","Hydrocortisone Butyrate | (0.001) | Dosage: Cream, Ointment | Mfr: Ziska Pharmaceuticals Ltd.","0.001","Cream; Ointment","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ziska Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-hydrogen-peroxide-h2o2-0385","Hydrogen peroxide (H2O2)","Dermatologicals","drug","Hydrogen peroxide (H2O2) | (6% w/v) | Dosage: Solution | Mfr: Momotaz Pharmaceuticals Ltd., Pharmik Laboratories Ltd.","6% w/v","Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Momotaz Pharmaceuticals Ltd.; Pharmik Laboratories Ltd.; Real & Co","medex.com.bd"
"DRUG-hydroquinone-0386","Hydroquinone","Dermatologicals","drug","Hydroquinone | (0.04) | Dosage: Cream | Mfr: Al-Madina Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","0.04","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Al-Madina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-hydroquinone-octyldimethyl-dioxybenzone--0387","Hydroquinone + Octyldimethyl + Dioxybenzone + Oxybenzone","Dermatologicals","drug","Hydroquinone + Octyldimethyl + Dioxybenzone + Oxybenzone | (40 mg+80 mg+30 mg+20 mg) | Dosage: Cream | Mfr: Incepta Pharmaceuticals Ltd.","40 mg+80 mg+30 mg+20 mg","Cream","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
